Date & Time,Amount Outgoing (Yen),Amount Incoming (Yen),Amount Outgoing Overseas,Currency,Exchange Rate (Yen),Country Paid In,Transaction Type,Business Name,Method,Payment Option,User,Transaction ID
2025/07/16 16:20:47,-,16,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_C_202507160700002315685763
2025/07/16 15:16:48,-,7,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025071111404500342693#51809
2025/07/16 15:16:47,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025071111404500342693
2025/07/16 15:13:12,-,16,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025071208534500714055#51809
2025/07/16 15:13:11,-,64,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025071208534500714055
2025/07/16 02:21:25,-,29,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,4752279531152621569#53241
2025/07/16 02:21:24,-,84,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,04752279531152621569
2025/07/16 01:08:53,12,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04754100442666672128
2025/07/16 00:37:08,160,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04754084078841856000
2025/07/15 17:29:27,140,-,-,-,-,-,Payment,ジハンピ,Credit Mastercard 5298,-,-,04753863643939446788
2025/07/15 16:30:44,-,14,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,4753830074475421699#53241
2025/07/15 16:24:19,-,56,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,04753830074475421699
2025/07/15 16:24:18,"2,985",-,-,-,-,-,Payment,福島屋 - 福島屋　六本木店,Credit Mastercard 5298,-,-,04753830074475421699
2025/07/15 13:37:52,-,9,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,4753030755291217926#53241
2025/07/15 13:37:51,-,9,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,4753686811546206208#53241
2025/07/15 13:37:51,-,6,-,-,-,-,"Points, Balance Earned",OOTEMORI,PayPay Point,-,-,4752993122787770374#53241
2025/07/15 11:46:20,-,36,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04753686811546206208
2025/07/15 11:46:20,"1,980",-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04753686811546206208
2025/07/15 04:12:00,"40,996",-,-,-,-,-,Bank Transfer,PayPay銀行 *****87,PayPay Balance,-,-,02042304362029072384
2025/07/15 02:21:22,28,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04753395629943496704
2025/07/15 00:00:00,100,-,-,-,-,-,Payment,QP/イトウエン インリヨウシ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_C_202507190800002338720316
2025/07/14 23:44:24,-,"40,996",-,-,-,-,Top-Up,PayPay,PayPay資産運用,-,-,02042166442035781633
2025/07/14 14:46:03,-,11,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070504435200773878#51809
2025/07/14 14:46:02,-,44,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070504435200773878
2025/07/14 14:33:26,-,36,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04753030755291217926
2025/07/14 14:33:26,"1,980",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04753030755291217926
2025/07/14 13:20:25,-,24,-,-,-,-,"Points, Balance Earned",OOTEMORI,PayPay Point,-,-,04752993122787770374
2025/07/14 13:20:25,"1,300",-,-,-,-,-,Payment,OOTEMORI - JASMINE　THAI大手町店,Credit Mastercard 5298,-,-,04752993122787770374
2025/07/14 12:49:02,"2,000",-,-,-,-,-,Payment,ｎａｎａｃｏ　Ａｐｐｌｅ　Ｐａｙ　チャー,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025071412490200098288
2025/07/14 12:26:03,"5,500",-,-,-,-,-,Payment,東京クリニック／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025071412260300645621
2025/07/14 11:45:48,"1,589",-,-,-,-,-,Payment,ヤクルト届けてネット（埼玉東部）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025071411454800299479
2025/07/14 06:56:31,-,5,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,4752392952649195522#53241
2025/07/14 06:56:29,-,2,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,4752395211800084487#53241
2025/07/14 02:26:32,440,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04752656113885347841
2025/07/13 20:21:23,-,1,-,-,-,-,"Points, Balance Earned",Yahoo!ズバトク,PayPay Point,-,-,lp-121904701032398848-c_e5f25fde-a609-4af4-b1e4-321c8358dde6
2025/07/13 18:00:18,-,8,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04752395211800084487
2025/07/13 18:00:18,550,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04752395211800084487
2025/07/13 17:55:55,-,20,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04752392952649195522
2025/07/13 17:55:55,"1,144",-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04752392952649195522
2025/07/13 16:06:24,-,7,-,-,-,-,"Points, Balance Earned",しまぐるランド イオンレイクタウンmori,PayPay Point,-,-,4752335958431358979#53241
2025/07/13 16:05:20,-,28,-,-,-,-,"Points, Balance Earned",しまぐるランド イオンレイクタウンmori,PayPay Point,-,-,04752335958431358979
2025/07/13 16:05:20,"1,560",-,-,-,-,-,Payment,しまぐるランド イオンレイクタウンmori - しまぐるランド イオンレイクタウンmori,Credit Mastercard 5298,-,-,04752335958431358979
2025/07/13 15:00:31,-,40,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070911274000629845#51809
2025/07/13 15:00:30,-,160,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070911274000629845
2025/07/13 14:56:40,-,150,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070814024400697982#51809
2025/07/13 14:56:39,-,600,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070814024400697982
2025/07/13 14:53:53,-,7,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070711450300622453#51809
2025/07/13 14:53:48,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070711450300622453
2025/07/13 14:49:53,-,10,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070908175600263823#51809
2025/07/13 14:49:52,-,40,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070908175600263823
2025/07/13 14:15:51,"5,869",-,-,-,-,-,Payment,Yahoo!ショッピング,"PayPay Point (601yen), Credit Mastercard 5298 (5,268yen)",-,-,04752279531152621569
2025/07/13 10:40:57,"3,859",-,-,-,-,-,Payment,ジヤパンミートコシガヤテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025071310405700376599
2025/07/13 01:00:46,180,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04751869748323106816
2025/07/12 19:32:13,-,2,-,-,-,-,"Points, Balance Earned",セブン-イレブン,PayPay Point,-,-,4751302297243090945#53241
2025/07/12 19:32:01,-,5,-,-,-,-,"Points, Balance Earned",スターバックス カード　オンライン入金,PayPay Point,-,-,4750059505507188739#52545
2025/07/12 19:31:59,-,8,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,4750106037182504965#52545
2025/07/12 08:53:45,"3,207",-,-,-,-,-,Payment,ラクテンモバイルツウシンリョウ,PayPay Card Gold Mastercard 1473,One-time Payment,Family Use,PPCD_A_2025071208534500714055
2025/07/12 06:39:47,-,8,-,-,-,-,"Points, Balance Earned",セブン-イレブン,PayPay Point,-,-,04751302297243090945
2025/07/12 06:39:47,442,-,-,-,-,-,Payment,セブン-イレブン - 越谷千間台東,Credit Mastercard 5298,-,-,04751302297243090945
2025/07/12 05:11:30,-,20,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,4750907443718086670#53241
2025/07/12 01:50:40,64,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04751153296238493696
2025/07/12 01:45:58,-,60,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_3e2430fc-4973-4298-a5d3-b40c3eb18331_6080231235497507179200679
2025/07/12 00:49:24,96,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04751121711048130563
2025/07/11 17:53:40,-,80,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04750907443718086670
2025/07/11 17:53:40,"4,054",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04750907443718086670
2025/07/11 15:19:23,-,4,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,4750827815026892812#53241
2025/07/11 15:19:10,-,16,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,04750827815026892812
2025/07/11 15:19:10,915,-,-,-,-,-,Payment,福島屋 - 福島屋　六本木店,Credit Mastercard 5298,-,-,04750827815026892812
2025/07/11 11:40:45,"1,595",-,-,-,-,-,Payment,ブラッスリールービン赤坂アーク／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025071111404500342693
2025/07/10 15:58:44,-,32,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,04750106037182504965
2025/07/10 15:58:44,"1,706",-,-,-,-,-,Payment,福島屋 - 福島屋　六本木店,Credit Mastercard 5298,-,-,04750106037182504965
2025/07/10 14:28:33,-,20,-,-,-,-,"Points, Balance Earned",スターバックス カード　オンライン入金,PayPay Point,-,-,04750059505507188739
2025/07/10 14:28:27,"1,000",-,-,-,-,-,Payment,スターバックス カード　オンライン入金,Credit Mastercard 5298,-,-,04750059505507188739
2025/07/10 14:24:01,-,19,-,-,-,-,"Points, Balance Earned",焼肉レストラン 安楽亭,PayPay Point,-,-,4749472409245761536#52545
2025/07/10 12:00:31,-,9,-,-,-,-,"Points, Balance Earned",焼肉 がむしゃら,PayPay Point,-,-,4749983192528175105#52545
2025/07/10 12:00:23,-,36,-,-,-,-,"Points, Balance Earned",焼肉 がむしゃら,PayPay Point,-,-,04749983192528175105
2025/07/10 12:00:23,"1,800",-,-,-,-,-,Payment,焼肉 がむしゃら - 赤坂店,Credit Mastercard 5298,-,-,04749983192528175105
2025/07/10 01:42:00,"1,532",-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04749664488773214208
2025/07/10 01:11:16,"63,025",-,-,-,-,-,Bank Transfer,PayPay銀行 *****87,PayPay Balance,-,-,02038500369623678976
2025/07/10 00:53:03,-,39,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,4746333604196335618#52545
2025/07/10 00:53:02,-,117,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,04746333604196335618
2025/07/10 00:00:00,100,-,-,-,-,-,Payment,QP/イトウエン インリヨウシ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_C_202507140800002281358397
2025/07/09 23:45:13,-,"61,005",-,-,-,-,Top-Up,PayPay,PayPay資産運用,-,-,02038456019792027648
2025/07/09 19:29:20,-,76,-,-,-,-,"Points, Balance Earned",焼肉レストラン 安楽亭,PayPay Point,-,-,04749472409245761536
2025/07/09 19:29:19,"3,842",-,-,-,-,-,Payment,焼肉レストラン 安楽亭 - 下間久里店,Credit Mastercard 5298,-,-,04749472409245761536
2025/07/09 18:41:28,106,-,-,-,-,-,Payment,富士薬品グループ - ドラッグセイムス　せんげん台店,Credit Mastercard 5298,-,-,04749447738953547781
2025/07/09 17:05:38,-,2,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,4748581066093887495#52545
2025/07/09 17:05:37,-,10,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,4748620150295183368#52545
2025/07/09 15:15:30,-,27,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070516194000529522#51809
2025/07/09 15:15:29,-,108,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070516194000529522
2025/07/09 13:24:15,-,20,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,4749283748513398788#52545
2025/07/09 13:23:16,-,80,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,04749283748513398788
2025/07/09 13:23:16,"4,130",-,-,-,-,-,Payment,JASMINE THAI - JASMINE THAI TERRACE 赤坂店,Credit Mastercard 5298,-,-,04749283748513398788
2025/07/09 11:27:40,"8,030",-,-,-,-,-,Payment,西新橋保健センタ―／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070911274000629845
2025/07/09 08:17:56,"2,000",-,-,-,-,-,Payment,Ｓｕｉｃａ（ＧｏｏｇｌｅＰａｙ）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070908175600263823
2025/07/09 08:16:47,1,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04749125788206424065
2025/07/09 08:16:41,-,1,-,-,-,-,"Points, Balance Earned",Yahoo!ズバトク,PayPay Point,-,-,121904701032398848-c_3a75dc8b-bb9c-40d4-a332-d6f03749f353
2025/07/09 01:00:12,264,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04748900774869524481
2025/07/08 15:55:44,-,40,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,04748620150295183368
2025/07/08 15:55:44,"2,119",-,-,-,-,-,Payment,福島屋 - 福島屋　六本木店,Credit Mastercard 5298,-,-,04748620150295183368
2025/07/08 14:39:54,-,8,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04748581066093887495
2025/07/08 14:39:54,570,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04748581066093887495
2025/07/08 14:32:22,-,56,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070510325900880426
2025/07/08 14:32:22,-,14,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070510325900880426#51809
2025/07/08 14:19:14,-,17,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070408383400753189#51809
2025/07/08 14:19:14,-,68,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070408383400753189
2025/07/08 14:02:44,"30,000",-,-,-,-,-,Payment,ｎａｎａｃｏ　Ａｐｐｌｅ　Ｐａｙ　チャー,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070814024400697982
2025/07/08 11:58:09,-,8,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,4748497614877712387#52545
2025/07/08 11:57:59,-,32,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04748497614877712387
2025/07/08 11:57:59,"1,780",-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04748497614877712387
2025/07/08 08:19:39,-,36,-,-,-,-,"Points, Balance Earned",apollostation,PayPay Point,-,-,4748380559839739904#52545
2025/07/08 08:19:38,-,8,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,4747905407608430592#52545
2025/07/08 08:19:02,-,16,-,-,-,-,"Points, Balance Earned",apollostation,PayPay Point,-,-,4748384390950821889#52545
2025/07/08 08:18:18,-,64,-,-,-,-,"Points, Balance Earned",apollostation,PayPay Point,-,-,04748384390950821889
2025/07/08 08:18:18,"3,250",-,-,-,-,-,Payment,apollostation - プリテールせんげん台SS,Credit Mastercard 5298,-,-,04748384390950821889
2025/07/08 08:12:54,156,-,-,-,-,-,"Points, Balance Removed",-,PayPay Point,-,-,04748380559839739904
2025/07/08 08:12:54,-,"7,672",-,-,-,-,Refund,apollostation - プリテールせんげん台SS,Credit Mastercard 5298,-,-,04748380559839739904
2025/07/08 08:10:51,-,300,-,-,-,-,"Points, Balance Earned",apollostation,PayPay Point,-,-,04748380559839739904
2025/07/08 08:10:51,"15,000",-,-,-,-,-,Payment,apollostation - プリテールせんげん台SS,Credit Mastercard 5298,-,-,04748380559839739904
2025/07/08 02:19:14,144,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04748199337989767171
2025/07/08 02:07:34,-,541,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_6b73b1ef-4d56-4f13-b5e6-8fac3eb84412_6022937935490816176456298
2025/07/08 00:00:00,100,-,-,-,-,-,Payment,QP/イトウエン インリヨウシ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_C_202507120800002258683696
2025/07/07 22:17:16,980,-,-,-,-,-,Money Sent,Hue Tran,PayPay Balance,-,-,02036926350008401920
2025/07/07 22:17:13,-,"3,000",-,-,-,-,Top-Up,PayPay,三井住友銀行 *****84,-,-,02036926324237246466
2025/07/07 16:48:56,-,32,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04747905407608430592
2025/07/07 16:48:56,"1,646",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04747905407608430592
2025/07/07 14:50:24,-,16,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070317462900216052#51809
2025/07/07 14:50:24,-,64,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070317462900216052
2025/07/07 11:45:03,"1,589",-,-,-,-,-,Payment,ヤクルト届けてネット（埼玉東部）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070711450300622453
2025/07/07 11:34:09,-,1,-,-,-,-,"Points, Balance Earned",ダイソー,PayPay Point,-,-,4747188912572588036#52545
2025/07/07 09:47:32,-,38,-,-,-,-,"Points, Balance Earned",富士薬品グループ,PayPay Point,-,-,4747686630564167680#52545
2025/07/07 09:44:27,-,152,-,-,-,-,"Points, Balance Earned",富士薬品グループ,PayPay Point,-,-,04747686630564167680
2025/07/07 09:44:27,"7,638",-,-,-,-,-,Payment,富士薬品グループ - ドラッグセイムス　せんげん台店,Credit Mastercard 5298,-,-,04747686630564167680
2025/07/07 09:39:46,63,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04747684208202170372
2025/07/07 08:56:16,-,4,-,-,-,-,"Points, Balance Earned",富士薬品グループ,PayPay Point,-,-,4747659400471642112#52545
2025/07/07 08:51:37,933,-,-,-,-,-,Payment,富士薬品グループ - ドラッグセイムス　せんげん台店,Credit Mastercard 5298,-,-,04747659400471642112
2025/07/07 08:51:37,-,16,-,-,-,-,"Points, Balance Earned",富士薬品グループ,PayPay Point,-,-,04747659400471642112
2025/07/07 01:20:11,120,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04747426733502750720
2025/07/06 18:43:28,-,17,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,4747201737346318341#52545
2025/07/06 18:03:39,-,68,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04747201737346318341
2025/07/06 18:03:39,"3,599",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04747201737346318341
2025/07/06 17:38:46,-,4,-,-,-,-,"Points, Balance Earned",ダイソー,PayPay Point,-,-,04747188912572588036
2025/07/06 17:38:46,216,-,-,-,-,-,Payment,ダイソー - セブンＴせんげん台店,Credit Mastercard 5298,-,-,04747188912572588036
2025/07/06 15:04:30,-,75,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070415592200658336#51809
2025/07/06 15:04:30,-,300,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070415592200658336
2025/07/06 15:00:44,-,25,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070114234900033288#51801
2025/07/06 15:00:44,-,100,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070114234900033288
2025/07/06 14:50:40,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025063011451500092660
2025/07/06 12:17:00,-,50,-,-,-,-,"Points, Balance Earned",焼肉きんぐ,PayPay Point,-,-,4747022920677859336#52545
2025/07/06 12:16:42,-,200,-,-,-,-,"Points, Balance Earned",焼肉きんぐ,PayPay Point,-,-,04747022920677859336
2025/07/06 12:16:42,"10,131",-,-,-,-,-,Payment,焼肉きんぐ - 焼肉きんぐ蒲生店,Credit Mastercard 5298,-,-,04747022920677859336
2025/07/06 02:12:14,72,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04746711389519216640
2025/07/06 00:24:30,4,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04746655855593062404
2025/07/05 18:57:55,-,630,-,-,-,-,"Points, Balance Earned",Yahoo!フリマ,PayPay Point,-,-,4746485396930322433#52545
2025/07/05 18:53:45,-,"2,520",-,-,-,-,"Points, Balance Earned",Yahoo!フリマ,PayPay Point,-,-,04746485396930322433
2025/07/05 18:53:45,"126,100",-,-,-,-,-,Payment,Yahoo!フリマ,Credit Mastercard 5298,-,-,04746485396930322433
2025/07/05 17:43:43,-,3,-,-,-,-,"Points, Balance Earned",マツモトキヨシ,PayPay Point,-,-,4746413061091352587#52545
2025/07/05 17:43:33,-,15,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,4746411282975055873#52545
2025/07/05 16:33:25,-,12,-,-,-,-,"Points, Balance Earned",マツモトキヨシ,PayPay Point,-,-,04746413061091352587
2025/07/05 16:33:25,690,-,-,-,-,-,Payment,マツモトキヨシ - マツモトキヨシセブンタウンせんげん台店,Credit Mastercard 5298,-,-,04746413061091352587
2025/07/05 16:29:58,-,60,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04746411282975055873
2025/07/05 16:29:57,"3,046",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04746411282975055873
2025/07/05 16:19:40,"5,400",-,-,-,-,-,Payment,ＺＥＬＥ　ｓｕｐｐｌｅ　せんげん台店,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070516194000529522
2025/07/05 15:16:46,"6,299",-,-,-,-,-,Bank Transfer,PayPay銀行 *****87,PayPay Balance,-,-,02035225276671836160
2025/07/05 14:46:03,-,24,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070108430000334048#51801
2025/07/05 14:46:02,-,96,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070108430000334048
2025/07/05 13:59:14,"7,821",-,-,-,-,-,Payment,Yahoo!ショッピング,Credit Mastercard 5298,-,-,04746333604196335618
2025/07/05 10:32:59,"2,900",-,"2,900",JPY,1.00000000,GB,Payment,Google - GOOGLE *GOOGLE ONE,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070510325900880426
2025/07/05 04:43:52,"2,368",-,-,-,-,-,Payment,ＵＱ　ｍｏｂｉｌｅご利用料金,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070504435200773878
2025/07/05 01:25:38,44,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04745945201713872896
2025/07/05 00:49:05,36,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04745926363987812354
2025/07/04 15:59:22,"15,085",-,100,USD,150.85000000,PL,Payment,WELLO RAMP*,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070415592200658336
2025/07/04 08:38:34,"3,573",-,-,-,-,-,Payment,オーケー コシガヤオオドマリテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070408383400753189
2025/07/04 02:07:29,24,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04745224592101212164
2025/07/04 00:43:36,"67,088",-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04745181367549960194
2025/07/03 17:46:29,"3,340",-,-,-,-,-,Payment,オーケー コシガヤオオドマリテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025070317462900216052
2025/07/03 16:56:31,-,5,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070113121800285670#51801
2025/07/03 16:56:30,-,20,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025070113121800285670
2025/07/03 13:16:35,-,7,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,4744797869919494150#51804
2025/07/03 12:19:31,-,28,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,04744797869919494150
2025/07/03 12:19:31,"1,500",-,-,-,-,-,Payment,JASMINE THAI - JASMINE THAI TERRACE 赤坂店,Credit Mastercard 5298,-,-,04744797869919494150
2025/07/03 00:50:11,160,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04744442590224818176
2025/07/03 00:00:00,100,-,-,-,-,-,Payment,QP/イトウエン インリヨウシ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_C_202507070800002216135493
2025/07/02 16:31:49,-,20,-,-,-,-,"Points, Balance Earned",ドラッグストアセキ,PayPay Point,-,-,4744185665280139271#51793
2025/07/02 16:31:42,"4,024",-,-,-,-,-,Payment,ドラッグストアセキ - 千間台店,Credit Mastercard 5298,-,-,04744185665280139271
2025/07/02 16:31:42,-,80,-,-,-,-,"Points, Balance Earned",ドラッグストアセキ,PayPay Point,-,-,04744185665280139271
2025/07/02 13:09:25,-,90,-,-,-,-,"Points, Balance Earned",松屋フーズ,PayPay Point,-,-,04744081409243996163
2025/07/02 13:09:24,"1,330",-,-,-,-,-,Payment,松屋フーズ - Ｒ越谷下間久里店,Credit Mastercard 5298,-,-,04744081409243996163
2025/07/02 12:02:57,-,2,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,4744046396669100032#51793
2025/07/02 12:01:28,-,8,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04744046396669100032
2025/07/02 12:01:28,570,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04744046396669100032
2025/07/02 11:51:09,-,20,-,-,-,-,"Points, Balance Earned",Dippalace,PayPay Point,-,-,04744041070911283201
2025/07/02 11:51:08,"1,150",-,-,-,-,-,Payment,Dippalace - ヘリテイジ六本木店,Credit Mastercard 5298,-,-,04744041070911283201
2025/07/02 09:12:15,-,"6,199",-,-,-,JP,Money Received,グエン・バック,PayPay Balance,-,-,02032810895163817992
2025/07/02 08:50:17,-,42,-,-,-,-,"Points, Balance Earned",Yahoo!オークション,PayPay Point,-,-,4743947741270556672#51793
